# %ECSV 0.9
# ---
# datatype:
# - {name: Wavelength, unit: micron, datatype: float64}
# - {name: Transmission, datatype: float64}
# - {name: Radiance, unit: W / (m2 micron sr), datatype: float64}
# - {name: dtr/dh, unit: 1 / m, datatype: float64}
# - {name: dradiance/dh, unit: W / (m3 micron sr), datatype: float64}
# delimiter: ','
# meta: !!omap
# - __serialized_columns__:
#     Radiance:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: W / (m2 micron sr)}
#       value: !astropy.table.SerializedColumn {name: Radiance}
#     Transmission:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: ''}
#       value: !astropy.table.SerializedColumn {name: Transmission}
#     Wavelength:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: micron}
#       value: !astropy.table.SerializedColumn {name: Wavelength}
#     dradiance/dh:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: W / (m3 micron sr)}
#       value: !astropy.table.SerializedColumn {name: dradiance/dh}
#     dtr/dh:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: 1 / m}
#       value: !astropy.table.SerializedColumn {name: dtr/dh}
# schema: astropy-2.0
Wavelength,Transmission,Radiance,dtr/dh,dradiance/dh
0.5056890012642226,0.99806118,0.24813257097999997,3.7180999999997246e-07,-3.516249009874994e-05
0.5058168942842691,0.99806243,0.24784255986029996,3.720499999999571e-07,-3.512165074109996e-05
0.5059448520111307,0.99806279,0.24758243670644997,3.7169999999997483e-07,-3.508513641247502e-05
0.5060728744939271,0.9980641,0.24727172213119997,3.714599999999901e-07,-3.50408363968e-05
0.5062009617818274,0.99806547,0.24697917890144996,3.71160000000037e-07,-3.499968982207499e-05
0.5063291139240507,0.99806708,0.24668800699999996,3.704999999999403e-07,-3.4958961499999966e-05
0.5064573309698658,0.99806947,0.24631477346987496,3.7045000000002217e-07,-3.4905785283325e-05
0.5065856129685916,0.99807113,0.24588025559999996,3.699600000000025e-07,-3.484446645959996e-05
0.5067139599695971,0.99807304,0.24547490394277496,3.684099999999857e-07,-3.4787480496999954e-05
0.5068423720223011,0.99807543,0.24498695325049996,3.678200000000187e-07,-3.4718082132299987e-05
0.5069708491761723,0.99807805,0.24455465132062496,3.6788000000009813e-07,-3.465691129687501e-05
0.5070993914807302,0.99808049,0.24421913510559995,3.6703999999998516e-07,-3.4609788721599974e-05
0.507227998985544,0.99808311,0.243900966818525,3.663300000000813e-07,-3.4564643976799955e-05
0.5073566717402334,0.99808598,0.24359235067529997,3.6592000000001957e-07,-3.4521085610100006e-05
0.5074854097944684,0.99808896,0.24337558926082498,3.6586000000005116e-07,-3.449075985669997e-05
0.5076142131979695,0.99809116,0.24312829466,3.648399999999219e-07,-3.445540637999997e-05
0.5077430820005078,0.99809396,0.24296455406924997,3.6453999999996877e-07,-3.4432488043199954e-05
0.5078720162519046,0.99809593,0.24275203605399995,3.6424000000001565e-07,-3.44026011296e-05
0.508001016002032,0.99809831,0.242417577663875,3.630500000000314e-07,-3.435490629004995e-05
0.508130081300813,0.99810064,0.24210001912319998,3.6281999999998593e-07,-3.430995770879994e-05
0.5082592121982211,0.99810332,0.24200837200374994,3.628700000000151e-07,-3.429717126937501e-05
0.5083884087442806,0.99810547,0.24184321157849994,3.623400000000165e-07,-3.4273937997600005e-05
0.5085176709890669,0.99810749,0.24162785269784995,3.6173999999999927e-07,-3.424336752374998e-05
0.5086469989827059,0.99811047,0.24147252897519997,3.6245000000001415e-07,-3.422170470839994e-05
0.5087763927753752,0.99811202,0.24123768779929997,3.6119999999995043e-07,-3.4188461074449974e-05
0.5089058524173028,0.99811381,0.24102307021499997,3.6060999999998343e-07,-3.415794084000001e-05
0.5090353779587681,0.9981162,0.24084524034777496,3.6007999999998484e-07,-3.41328413551e-05
0.5091649694501018,0.99811798,0.2406813841344,3.600699999999346e-07,-3.4109682798399934e-05
0.5092946269416858,0.99811995,0.240549985939725,3.600099999999662e-07,-3.4091160953849955e-05
0.5094243504839532,0.99812198,0.24046795109739996,3.594799999999676e-07,-3.407958077289999e-05
0.5095541401273885,0.99812394,0.24033391225,3.592900000000121e-07,-3.406068145312491e-05
0.509683995922528,0.99812567,0.24013062638639998,3.5893999999991875e-07,-3.403177957079995e-05
0.5098139179199592,0.9981274,0.23989821325199998,3.5863999999996563e-07,-3.3999046398574955e-05
0.5099439061703213,0.99812919,0.23961556716629998,3.58399999999981e-07,-3.3959026846799995e-05
0.510073960724305,0.99813068,0.239237411132925,3.5804999999999863e-07,-3.390519803332495e-05
0.5102040816326531,0.99813211,0.23876965391999996,3.5815999999999627e-07,-3.383911775999995e-05
0.5103342689461597,0.9981339,0.23820283390144995,3.57810000000014e-07,-3.375888500604998e-05
0.5104645227156712,0.99813515,0.23759044694189996,3.576299999999977e-07,-3.367219686209999e-05
0.5105948429920858,0.9981364,0.2370384293166,3.5751000000006086e-07,-3.3594022609949954e-05
0.5107252298263534,0.99813747,0.2364558289808,3.567299999999163e-07,-3.351131450039993e-05
0.5108556832694764,0.99813896,0.23576912265937497,3.5720999999999667e-07,-3.341411686124998e-05
0.5109862033725089,0.99813968,0.23523047453469997,3.5661999999991866e-07,-3.333768659030001e-05
0.5111167901865576,0.99814099,0.234634866145225,3.5709000000005985e-07,-3.325366555419995e-05
0.5112474437627812,0.99814147,0.23414345726399996,3.5673999999996655e-07,-3.3184255895999966e-05
0.5113781641523907,0.99814194,0.23362186699547496,3.567300000000273e-07,-3.311031539265e-05
0.5115089514066496,0.99814224,0.23303574389499998,3.560200000000124e-07,-3.302726463249994e-05
0.5116398055768738,0.99814284,0.23246197090919996,3.55959999999933e-07,-3.2946577878149974e-05
0.5117707267144319,0.99814278,0.23187342105679998,3.55960000000044e-07,-3.28629062236e-05
0.5119017148707449,0.99814314,0.23117280546692498,3.560200000000124e-07,-3.276366099737499e-05
0.5120327700972862,0.99814308,0.23046022909349995,3.560200000000124e-07,-3.2662978771499986e-05
0.5121638924455826,0.99814266,0.22971969956375,3.5607999999998083e-07,-3.2558193277499923e-05
0.5122950819672131,0.99814254,0.22893297111039998,3.561400000000603e-07,-3.244664371199993e-05
0.5124263387138099,0.99814206,0.228231884495925,3.5613000000001006e-07,-3.2347382341049975e-05
0.5125576627370579,0.99814165,0.22758699963059997,3.56380000000045e-07,-3.2256203354199986e-05
0.5126890540886951,0.99814117,0.22705758026552497,3.562000000000287e-07,-3.218108377469997e-05
0.5128205128205128,0.99814039,0.22661417024999997,3.5636999999999477e-07,-3.2118196499999974e-05
0.512952038984355,0.99814034,0.22623687495184996,3.569199999999828e-07,-3.206448234919995e-05
0.513083632632119,0.9981395,0.22588190916449996,3.567299999999163e-07,-3.201460922799998e-05
0.5132152938157557,0.99813837,0.22556556448132498,3.5685000000007514e-07,-3.1969710271124995e-05
0.5133470225872689,0.99813741,0.22527450031199994,3.569100000000436e-07,-3.192863945600002e-05
0.5134788189987163,0.9981364,0.22499123133312496,3.567899999999957e-07,-3.1888735998749946e-05
0.5136106831022086,0.99813616,0.22472332740989995,3.5804000000005945e-07,-3.185075629890002e-05
0.5137426149499101,0.99813479,0.22448819388137498,3.5751000000006086e-07,-3.1817349630599954e-05
0.513874614594039,0.99813402,0.22418050420919997,3.578699999999824e-07,-3.177449738959995e-05
0.5140066820868672,0.99813235,0.22410241104712497,3.5810999999996704e-07,-3.176309184097498e-05
0.5141388174807198,0.99813163,0.22395318848749995,3.5768000000002685e-07,-3.174184956499998e-05
0.5142710208279764,0.9981305,0.2237174437999,3.589400000000298e-07,-3.170851708452493e-05
0.51440329218107,0.99812889,0.2232785352384,3.585200000000288e-07,-3.164648486399993e-05
0.5145356315924878,0.998128,0.22267719243347497,3.5881999999998193e-07,-3.156146300254995e-05
0.514668039114771,0.9981268,0.22198237605059998,3.591099999999958e-07,-3.1462925165999994e-05
0.5148005148005148,0.99812543,0.22126894248374998,3.592900000000121e-07,-3.136221222749993e-05
0.5149330587023687,0.9981246,0.2202567088736,3.5994999999999777e-07,-3.121859691919998e-05
0.5150656708730363,0.99812299,0.21905545075204996,3.600100000000772e-07,-3.104873107324996e-05
0.5151983513652757,0.99812174,0.21776605302149998,3.600099999999662e-07,-3.086546484059999e-05
0.515331100231899,0.99812055,0.216476013770175,3.604900000000466e-07,-3.0682751619074964e-05
0.5154639175257733,0.99811888,0.21529560891999996,3.607300000000313e-07,-3.0515268799999994e-05
0.5155968032998195,0.99811769,0.21407533249544997,3.6084999999996814e-07,-3.0342303908550027e-05
0.5157297576070139,0.99811602,0.21280246443259995,3.6126999999996914e-07,-3.0161985750399996e-05
0.5158627805003869,0.99811465,0.21143011518334998,3.617999999999677e-07,-2.9967561887300014e-05
0.5159958720330238,0.99811316,0.20973271389479997,3.6210000000003186e-07,-2.9727129675599985e-05
0.5161290322580645,0.99811137,0.20785078593749998,3.623400000000165e-07,-2.946028085937499e-05
0.5162622612287042,0.99810964,0.20588292052769996,3.627000000000491e-07,-2.9181689291300023e-05
0.5163955589981927,0.99810815,0.20391550365824995,3.635300000000008e-07,-2.8902623560425028e-05
0.5165289256198347,0.99810636,0.20183084669439996,3.6371000000001707e-07,-2.8607342720000012e-05
0.5166623611469905,0.99810451,0.19974114375372498,3.6429999999998406e-07,-2.8310856857324984e-05
0.5167958656330749,0.99810278,0.19779579965249997,3.648399999999219e-07,-2.8035259110000015e-05
0.5169294391315585,0.99810094,0.19618357869184996,3.6538000000008175e-07,-2.7806713473600002e-05
0.5170630816959669,0.99809879,0.19499859759719995,3.656699999999846e-07,-2.763898662640002e-05
0.517196793379881,0.99809659,0.19414523965589994,3.66569999999955e-07,-2.7517778497800015e-05
0.5173305742369374,0.99809462,0.19339954969329998,3.666300000000344e-07,-2.7412004250700006e-05
0.517464424320828,0.99809206,0.19305900571062495,3.6722999999994064e-07,-2.736384055500002e-05
0.5175983436853002,0.99808985,0.1932539947632,3.6799999999992394e-07,-2.7391487961599986e-05
0.5177323323841574,0.99808764,0.19360613965987497,3.6877000000001825e-07,-2.7441106844874996e-05
0.5178663904712584,0.99808532,0.19393919850369998,3.695500000000518e-07,-2.7488426091999972e-05
0.518000518000518,0.99808282,0.19421481408614996,3.7021000000003746e-07,-2.7527486275575026e-05
0.5181347150259067,0.99808013,0.19442897778999998,3.710299999999389e-07,-2.7557927670000008e-05
0.5182689816014512,0.99807739,0.19465512722422498,3.7180999999997246e-07,-2.7589443334649993e-05
0.5184033177812338,0.99807465,0.19497101317289997,3.7234999999991024e-07,-2.7634310986500017e-05
0.5185377236193933,0.99807274,0.19556914575502496,3.734800000000371e-07,-2.771928742169999e-05
0.5186721991701244,0.99806964,0.19675761176959997,3.7383999999995867e-07,-2.7887429523200003e-05
0.5188067444876784,0.99806726,0.19811009512124997,3.7485000000003764e-07,-2.807916368625002e-05
0.5189413596263622,0.99806452,0.19955355779419998,3.756900000000396e-07,-2.828405566009998e-05
0.5190760446405398,0.99806166,0.20112905301245,3.7562999999996017e-07,-2.8507280682249974e-05
0.5192107995846313,0.99805933,0.20284045378919996,3.764600000000229e-07,-2.8749922790400007e-05
0.5193456245131135,0.99805677,0.20444581419077498,3.7754000000000956e-07,-2.897710048892499e-05
0.5194805194805195,0.99805254,0.20594047993749998,3.776599999999464e-07,-2.9189208125000003e-05
0.5196154845414394,0.99805105,0.207224621577675,3.787300000001048e-07,-2.9371083722549984e-05
0.5197505197505198,0.99804854,0.20839925364959996,3.7949999999997705e-07,-2.9537581236800005e-05
0.5198856251624643,0.99804562,0.20950894346417498,3.800399999999149e-07,-2.9694274188049985e-05
0.5200208008320333,0.99804312,0.21048168116519997,3.811099999999623e-07,-2.9832302621700002e-05
0.5201560468140443,0.99804026,0.21121234276312498,3.8183000000002745e-07,-2.99361722225e-05
0.5202913631633715,0.99803704,0.2117563465404,3.8218000000000974e-07,-3.001295486639999e-05
0.5204267499349466,0.99803352,0.21229009896937495,3.8236000000002604e-07,-3.008853782392501e-05
0.5205622071837585,0.99803072,0.21283870894009996,3.832599999999964e-07,-3.0166613102700023e-05
0.5206977349648529,0.99802804,0.21347112410139998,3.8349999999998106e-07,-3.025639750682499e-05
0.5208333333333334,0.99802488,0.21417689087999997,3.852800000000434e-07,-3.0356029439999987e-05
0.5209690023443605,0.99802119,0.21479377668622496,3.8570999999998357e-07,-3.0443754961675034e-05
0.5211047420531527,0.99801791,0.21543607885369997,3.865399999999353e-07,-3.053432278760002e-05
0.5212405525149857,0.99801421,0.21578501319074997,3.8778999999999895e-07,-3.058392871214999e-05
0.5213764337851929,0.99801052,0.2160591858404,3.885100000000641e-07,-3.062280219319999e-05
0.5215123859191656,0.99800682,0.21625761016437497,3.8927999999993637e-07,-3.065132762249997e-05
0.5216484089723527,0.99800259,0.21638077172009998,3.899900000000622e-07,-3.06687861495e-05
0.5217845030002609,0.9979983,0.21636083795295,3.90950000000001e-07,-3.0665645315249986e-05
0.5219206680584552,0.99799401,0.2164116880448,3.921399999999853e-07,-3.067277419679998e-05
0.5220569042025581,0.99798882,0.21642497147429998,3.92970000000048e-07,-3.067474631805001e-05
0.5221932114882506,0.99798441,0.21640478086249998,3.938700000000184e-07,-3.0671569732499986e-05
0.5223295899712719,0.99797952,0.21633614076164998,3.9535999999995576e-07,-3.066215289637497e-05
0.522466039707419,0.99797428,0.21619128520439995,3.964899999999716e-07,-3.064101048360002e-05
0.5226025607525477,0.99796915,0.21600475156004997,3.978000000000037e-07,-3.0614751536925e-05
0.5227391531625719,0.99796361,0.21575318400709997,3.9935000000002053e-07,-3.057899260710001e-05
0.522875816993464,0.99795759,0.21558738009374995,4.003099999999593e-07,-3.055532878125e-05
0.5230125523012552,0.99795163,0.21541069388159997,4.020399999999924e-07,-3.053021486720001e-05
0.5231493591420351,0.99794543,0.21521437335724997,4.0347000000007237e-07,-3.0502191623000023e-05
0.5232862375719518,0.99793893,0.21498274619639998,4.0507000000000737e-07,-3.0469437671400006e-05
0.5234231876472127,0.99793202,0.21468082786912498,4.0680000000004046e-07,-3.0426485444000007e-05
0.5235602094240838,0.99792516,0.21452433163999998,4.081099999999616e-07,-3.0403995019999964e-05
0.5236973029588897,0.99791843,0.214348221607725,4.097800000000262e-07,-3.0378963305924987e-05
0.5238344683080147,0.99791098,0.21412009458309997,4.113399999999823e-07,-3.03462923151e-05
0.5239717055279015,0.99790376,0.21375698633794998,4.1347000000002685e-07,-3.0294702714924958e-05
0.5241090146750523,0.99789625,0.21328932506399997,4.1514000000009153e-07,-3.022822877760001e-05
0.5242463958060288,0.99788874,0.21268234534749997,4.172900000000146e-07,-3.0142163830625014e-05
0.5243838489774515,0.9978807,0.21202063701389998,4.190799999999051e-07,-3.004781236249998e-05
0.5245213742460005,0.99787253,0.21129301910587497,4.20929999999986e-07,-2.9944824026624987e-05
0.5246589716684155,0.99786478,0.21039097425319997,4.2277000000001675e-07,-2.981650146999998e-05
0.5247966413014956,0.99785686,0.2094378663084,4.250499999999269e-07,-2.968140242164996e-05
0.5249343832020997,0.99784899,0.20847369595499998,4.272500000001012e-07,-2.9544255427499973e-05
0.5250721974271462,0.99784076,0.20760548174924995,4.2909000000002084e-07,-2.9421385907875048e-05
0.5252100840336135,0.9978323,0.20674353082879998,4.309999999999592e-07,-2.929899571199998e-05
0.5253480430785396,0.99782437,0.20598276509392496,4.3291000000000855e-07,-2.9190852810900003e-05
0.5254860746190225,0.99781591,0.20519700103979996,4.3470000000001005e-07,-2.9079552129100016e-05
0.5256241787122208,0.9978081,0.20445070613625,4.368999999999623e-07,-2.8973423629999968e-05
0.5257623554153522,0.99780047,0.20368231977239995,4.38570000000027e-07,-2.88641387952e-05
0.5259006047856954,0.99779272,0.20284776605927496,4.4106999999993236e-07,-2.8745917598175018e-05
0.5260389268805892,0.99778503,0.2019113736123,4.4309999999991857e-07,-2.8612992177699998e-05
0.5261773217574323,0.99777728,0.20084513125162495,4.43749999999965e-07,-2.8461412779974993e-05
0.5263157894736843,0.99776888,0.19974310499999998,4.458999999999991e-07,-2.830564899999999e-05
0.5264543300868649,0.99776161,0.19872478070934996,4.475699999999527e-07,-2.8160861641225025e-05
0.526592943654555,0.99775416,0.19788991925489996,4.495399999999705e-07,-2.8042540216200034e-05
0.5267316302343956,0.99774712,0.19728040236307495,4.5138000000000123e-07,-2.7956049541674993e-05
0.5268703898840885,0.99773973,0.19692793634279998,4.52930000000018e-07,-2.7906022586000002e-05
0.5270092226613966,0.9977327,0.19670825820937496,4.545500000000535e-07,-2.7874759336875e-05
0.5271481286241434,0.99772561,0.1965851723129,4.560399999999909e-07,-2.7857192129899983e-05
0.5272871078302136,0.99771839,0.19686208862027496,4.573399999999728e-07,-2.7896100211000002e-05
0.5274261603375527,0.99771154,0.19715552663039995,4.590799999999451e-07,-2.793783150720003e-05
0.5275652862041678,0.99770463,0.19746007039152497,4.605100000000251e-07,-2.798094432295001e-05
0.5277044854881267,0.99769789,0.19770998611749996,4.621699999999285e-07,-2.8016099742500023e-05
0.5278437582475587,0.99769121,0.19794268676564997,4.638400000001042e-07,-2.804905290375001e-05
0.5279831045406547,0.99768448,0.19812268555639997,4.652199999999329e-07,-2.8074426383199987e-05
0.5281225244256668,0.99767768,0.19828878727314997,4.662800000000411e-07,-2.8097968679025002e-05
0.5282620179609087,0.99767143,0.1984270381668,4.682000000000297e-07,-2.8117174233599996e-05
0.5284015852047557,0.99766445,0.19859263803937496,4.6938000000007474e-07,-2.8140645611874988e-05
0.5285412262156448,0.99765831,0.19887933047839995,4.710500000000284e-07,-2.818126280640004e-05
0.5286809410520751,0.99765158,0.19935955198282498,4.721899999999835e-07,-2.8249374131549987e-05
0.5288207297726071,0.99764508,0.19990283313109997,4.7325999999991984e-07,-2.83263413415e-05
0.5289605924358635,0.99763924,0.20043151761414998,4.750500000000324e-07,-2.8400713521624986e-05
0.5291005291005291,0.99763304,0.20089740446999999,4.765999999999382e-07,-2.846677931999997e-05
0.5292405398253506,0.99762684,0.20121776373204997,4.776699999999856e-07,-2.8512056077524993e-05
0.529380624669137,0.99762094,0.20140638537089997,4.793400000000502e-07,-2.8539074525900017e-05
0.5295207836907599,0.99761504,0.20146276479734995,4.803500000000183e-07,-2.8546793658674992e-05
0.5296610169491526,0.9976092,0.20146196715519998,4.819099999999743e-07,-2.854665062399997e-05
0.5298013245033112,0.9976036,0.20137201921874998,4.829200000000533e-07,-2.8533670171874998e-05
0.5299417064122947,0.99759799,0.20111579388899997,4.844000000000514e-07,-2.8497190383900002e-05
0.530082162735224,0.99759257,0.20091100321215,4.85599999999975e-07,-2.8468210894199984e-05
0.5302226935312832,0.99758708,0.2006842915216,4.867299999999908e-07,-2.8436048822399974e-05
0.5303632988597189,0.99758136,0.20041969585477495,4.874400000000056e-07,-2.839857618802502e-05
0.5305039787798409,0.99757701,0.20009169345749997,4.892899999999756e-07,-2.8351892919999984e-05
0.5306447333510215,0.99757165,0.19973092700024997,4.898300000000244e-07,-2.830063045225001e-05
0.5307855626326964,0.99756718,0.19934703249119998,4.912099999999641e-07,-2.8246570847999974e-05
0.5309264666843643,0.99756271,0.19893543527712496,4.928100000000102e-07,-2.8187944826825017e-05
0.5310674455655868,0.99755806,0.19854014641719997,4.934699999999959e-07,-2.813185109489999e-05
0.5312084993359893,0.99755383,0.19807892405999997,4.941899999999499e-07,-2.8066236738750028e-05
0.5313496280552604,0.99755019,0.1975072454348,4.957300000000276e-07,-2.7985095716399955e-05
0.5314908317831518,0.9975462,0.19689821195767498,4.965100000000611e-07,-2.7898718968024984e-05
0.531632110579479,0.99754256,0.19620942588719997,4.96799999999964e-07,-2.78011000575e-05
0.5317734645041212,0.99753886,0.19549759557284996,4.980500000000277e-07,-2.7700390454300005e-05
0.5319148936170213,0.997536,0.19489035039999997,4.987699999999817e-07,-2.7614267199999987e-05
0.5320563979781857,0.99753213,0.19431440114782497,4.987100000000133e-07,-2.753281608052502e-05
0.532197977647685,0.99753046,0.19370544088809996,5.002000000000617e-07,-2.7446497005799984e-05
0.5323396326856534,0.99752742,0.19311821877952498,5.002600000000301e-07,-2.7363081115174963e-05
0.5324813631522897,0.99752527,0.19253118680639997,5.01810000000047e-07,-2.728009505159998e-05
0.5326231691078562,0.99752378,0.19194434532625,5.018099999999359e-07,-2.7196833221249994e-05
0.5327650506126798,0.99752098,0.19142569108599997,5.011499999999502e-07,-2.7123513232300027e-05
0.5329070077271516,0.99752003,0.19092440974634997,5.019899999999522e-07,-2.7052372535849995e-05
0.5330490405117271,0.99751902,0.19064530179519998,5.022900000000163e-07,-2.7012618550399992e-05
0.5331911490269261,0.99751794,0.19053911929222497,5.026399999999986e-07,-2.6997869668825004e-05
0.5333333333333333,0.99751729,0.19050046874999996,5.02530000000001e-07,-2.6992617187500012e-05
0.5334755934915977,0.99751705,0.19052186330544998,5.028900000000336e-07,-2.6995440420699986e-05
0.5336179295624333,0.99751669,0.19060250446119997,5.030000000000312e-07,-2.7007028815200006e-05
0.5337603416066186,0.99751669,0.19064296420694996,5.027599999999355e-07,-2.7012977315999997e-05
0.5339028296849974,0.99751687,0.1907176790205,5.027100000000173e-07,-2.7023468499900006e-05
0.534045393858478,0.99751741,0.19076523441937496,5.027700000000968e-07,-2.7030430682499996e-05
0.5341880341880342,0.99751675,0.19083613685759995,5.026399999999986e-07,-2.7040177382400027e-05
0.5343307507347048,0.99751812,0.19099269349494996,5.024099999999532e-07,-2.7062861402075032e-05
0.5344735435595939,0.99751908,0.19114270001019995,5.022900000000163e-07,-2.708410935290001e-05
0.5346164127238706,0.99752003,0.19110528019417497,5.019899999999522e-07,-2.7078732349875012e-05
0.53475935828877,0.99752074,0.19092619402999997,5.016300000000307e-07,-2.7053417160000008e-05
0.5349023803155925,0.99752158,0.19077308066902496,5.011600000000004e-07,-2.703196196560001e-05
0.5350454788657035,0.99752283,0.19058965868879998,5.009200000000158e-07,-2.7006326323199963e-05
0.5351886540005352,0.99752414,0.19045522917587496,5.008600000000473e-07,-2.6986990834050013e-05
0.5353319057815845,0.99752527,0.19029050370399997,5.005000000000148e-07,-2.696382607519998e-05
0.535475234270415,0.99752659,0.19005821415562496,5.006199999999517e-07,-2.6931258118125022e-05
